Customer Number,Offer Accepted,Reward,Mailer Type,Income Level,# Bank Accounts Open,Overdraft Protection,Credit Rating,# Credit Cards Held,# Homes Owned,Household Size,Own Your Home,Average Balance,Q1 Balance,Q2 Balance,Q3 Balance,Q4 Balance
290,No,Cash Back,Letter,Low,1,No,Low,2,1,3,Yes,257.5,294,229,44,463
291,No,Air Miles,Postcard,Medium,1,No,Low,1,1,3,No,1095.25,317,1206,1441,1417
292,No,Air Miles,Letter,Medium,1,No,Medium,2,2,2,No,1015.75,1914,1253,821,75
293,No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,Yes,940.75,1575,1492,681,15
294,No,Cash Back,Postcard,High,2,Yes,Medium,1,1,3,No,1049.75,1995,1180,529,495
295,No,Points,Postcard,Low,2,No,High,1,1,3,Yes,708.75,982,510,795,548
296,No,Cash Back,Postcard,High,1,No,High,1,1,5,Yes,1255.5,1242,1442,1192,1146
297,No,Air Miles,Letter,Low,1,No,High,1,1,3,No,1246,545,1533,2040,866
298,No,Cash Back,Letter,Low,1,No,Low,1,1,3,Yes,911.5,2121,841,493,191
299,No,Cash Back,Postcard,Medium,1,No,High,2,2,4,Yes,885.75,1719,996,435,393
300,No,Points,Postcard,Medium,2,No,Low,1,1,2,Yes,1101.25,1007,628,1449,1321
301,No,Air Miles,Postcard,Medium,2,No,Low,2,1,4,Yes,1018.75,1506,1380,735,454
302,No,Points,Letter,High,1,Yes,High,1,1,3,No,922,144,1154,1176,1214
303,No,Points,Letter,Low,1,No,Low,3,1,4,Yes,1157.75,223,1439,1990,979
304,Yes,Points,Postcard,Medium,1,No,High,2,1,3,No,1028.75,342,1233,806,1734
305,No,Points,Postcard,Medium,1,Yes,Low,2,1,2,No,1233,2027,1687,514,704
306,No,Cash Back,Postcard,High,1,No,Medium,2,1,4,Yes,1749.25,1671,1622,1922,1782
307,No,Points,Postcard,High,2,Yes,High,1,1,3,Yes,946.25,290,873,1188,1434
308,No,Points,Letter,High,1,No,Low,2,1,2,Yes,1762,1790,1761,1763,1734
309,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,3,Yes,1180,1661,1261,1364,434
310,No,Cash Back,Letter,Medium,1,No,High,1,1,5,Yes,898.5,1323,1007,428,836
311,No,Cash Back,Letter,High,2,No,High,2,2,4,Yes,984,522,1236,1263,915
312,No,Points,Letter,High,1,No,High,1,2,3,Yes,765.25,126,636,830,1469
313,No,Air Miles,Postcard,Medium,3,No,High,1,2,4,Yes,1206,1459,1780,572,1013
314,No,Cash Back,Letter,Low,1,No,High,2,1,3,Yes,292,184,80,433,471
315,No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,Yes,1001,1640,1028,890,446
316,No,Points,Letter,Medium,1,No,Medium,1,1,2,Yes,920.25,61,1328,881,1411
317,No,Points,Letter,Medium,1,No,High,2,2,1,Yes,925.75,561,1033,1524,585
318,No,Cash Back,Letter,High,1,No,Medium,1,1,4,No,673.75,525,776,681,713
319,No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,No,996.25,1650,1210,829,296
320,No,Air Miles,Letter,Low,2,Yes,Medium,2,1,5,Yes,246,284,270,259,171
321,No,Cash Back,Postcard,Medium,1,No,High,2,1,3,No,929,259,1049,2004,404
322,No,Points,Letter,High,2,No,High,2,1,3,Yes,1241,1275,689,1291,1709
323,No,Points,Letter,Medium,1,No,Low,2,2,5,Yes,790.75,191,624,1313,1035
324,Yes,Cash Back,Postcard,Low,1,No,Low,2,1,4,No,1364.75,2180,1436,1390,453
325,No,Points,Postcard,High,1,No,High,3,2,3,Yes,785.5,940,633,928,641
326,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,No,1074.25,631,1116,2004,546
327,No,Air Miles,Postcard,Medium,1,No,High,2,2,4,Yes,1041,712,850,1873,729
328,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,4,Yes,1097,152,849,2168,1219
329,No,Points,Letter,Medium,1,No,High,4,1,2,Yes,1130,1867,1463,985,205
330,No,Cash Back,Postcard,Low,2,No,High,1,1,1,Yes,1186.75,536,720,1640,1851
331,No,Air Miles,Letter,Medium,1,No,Low,3,1,4,No,1048.75,179,1783,1817,416
332,No,Points,Letter,High,1,No,Low,2,1,3,No,1036,157,1600,1367,1020
333,Yes,Points,Postcard,Medium,2,No,Low,1,1,3,Yes,841.75,556,1027,1225,559
334,No,Air Miles,Letter,Medium,2,No,Medium,2,1,3,Yes,753.75,707,751,568,989
335,No,Points,Letter,Low,1,No,High,3,2,4,No,1009,459,757,1607,1213
336,No,Points,Postcard,High,1,No,Medium,2,1,1,No,1340,813,1077,1501,1969
337,No,Points,Letter,Low,2,No,Low,2,1,4,Yes,966.75,1244,1230,1300,93
338,No,Points,Postcard,High,1,No,High,2,1,3,No,1233.5,225,1767,1755,1187
339,No,Points,Letter,Medium,1,No,Medium,3,1,2,No,1778.75,1794,1575,1847,1899
340,No,Air Miles,Postcard,Low,2,No,Low,2,1,3,Yes,954.75,1112,432,1298,977
341,No,Cash Back,Letter,Medium,1,No,Medium,2,1,5,No,966,527,904,1960,473
342,No,Air Miles,Letter,Low,1,No,Low,2,1,5,Yes,1028.25,149,772,1554,1638
343,No,Air Miles,Postcard,Medium,1,Yes,High,1,2,4,Yes,795.5,594,791,849,948
344,No,Points,Letter,Medium,1,No,Low,2,1,4,Yes,1171.75,597,1479,1146,1465
345,No,Cash Back,Postcard,Low,1,Yes,Low,1,2,5,No,686,570,685,702,787
346,No,Air Miles,Postcard,Medium,1,No,Low,1,1,4,Yes,1094.25,1781,858,951,787
347,No,Air Miles,Letter,Medium,1,No,Medium,2,1,4,No,107.75,160,28,208,35
348,No,Cash Back,Postcard,Low,1,No,High,3,2,5,Yes,783.75,885,907,530,813
349,No,Cash Back,Letter,Medium,1,No,Low,1,1,3,Yes,1255.75,1870,1520,681,952
350,No,Cash Back,Letter,Medium,1,No,High,2,1,4,Yes,1005.25,1612,1086,912,411
351,No,Points,Letter,Medium,2,No,High,2,1,5,Yes,821.25,822,795,892,776
352,No,Air Miles,Letter,Medium,1,No,Medium,1,1,2,Yes,635.25,500,708,566,767
353,No,Cash Back,Postcard,Low,1,No,Medium,2,1,3,Yes,1154,144,1559,1985,928
354,No,Points,Postcard,High,1,Yes,Low,1,2,5,Yes,1106.25,1343,453,964,1665
355,No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,Yes,179.5,177,96,20,425
356,No,Points,Postcard,Medium,1,No,High,2,1,6,Yes,946.75,1615,1433,554,185
357,No,Points,Letter,Low,1,No,High,1,1,4,No,1096.25,704,877,1533,1271
358,No,Air Miles,Letter,Medium,1,No,High,1,1,4,No,285,339,71,457,273
359,Yes,Air Miles,Postcard,Low,1,Yes,Low,1,1,4,Yes,1034.75,1612,1297,902,328
360,No,Cash Back,Letter,High,1,Yes,Medium,1,1,4,No,1113.25,1083,1543,1263,564
361,No,Air Miles,Postcard,High,1,Yes,High,2,1,4,No,1262.25,136,1250,1550,2113
362,No,Cash Back,Postcard,High,1,No,High,1,1,5,Yes,1159,941,413,1584,1698
363,No,Points,Letter,Medium,1,No,Medium,1,1,3,No,980,1638,1392,597,293
364,No,Air Miles,Letter,Medium,1,No,Low,1,1,6,Yes,1085.5,50,1379,2158,755
365,No,Cash Back,Letter,Low,2,No,High,1,1,2,No,812.25,1273,1188,548,240
366,No,Air Miles,Letter,Medium,1,No,Medium,1,1,3,No,237.75,381,363,87,120
367,No,Cash Back,Postcard,Low,1,No,Low,3,1,3,No,1055.5,582,1327,833,1480
368,No,Cash Back,Postcard,Low,1,No,Medium,2,2,2,Yes,941.25,449,520,1484,1312
369,No,Air Miles,Letter,Low,1,No,Low,2,1,2,Yes,1005,1757,1079,777,407
370,No,Air Miles,Postcard,Medium,1,Yes,Low,2,1,4,Yes,1066.25,488,1006,1590,1181
371,No,Points,Letter,Medium,1,No,High,2,1,3,Yes,1452.25,791,1602,1663,1753
372,No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,No,137,164,251,78,55
373,No,Points,Postcard,High,2,No,Low,3,1,3,No,781,561,970,692,901
374,No,Air Miles,Letter,Low,1,No,Low,1,1,3,Yes,900.75,1287,947,1115,254
375,No,Air Miles,Letter,Medium,1,No,High,2,2,4,No,1135,359,1695,1475,1011
376,No,Cash Back,Letter,Medium,1,No,Medium,3,1,3,Yes,1054.25,235,551,1605,1826
377,No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,No,1191.5,2114,1044,842,766
378,Yes,Cash Back,Letter,Medium,1,No,Low,3,1,4,No,938.25,137,1785,1201,630
379,No,Points,Letter,Medium,1,Yes,High,2,1,3,Yes,794.75,955,536,879,809
380,No,Cash Back,Letter,Medium,1,Yes,Medium,3,1,4,Yes,983.25,1227,1133,540,1033
381,No,Points,Letter,Medium,1,Yes,Low,1,1,4,No,672.5,542,809,832,507
382,No,Points,Postcard,Medium,1,No,High,3,1,5,No,956.25,1514,1283,617,411
383,No,Points,Postcard,Low,1,No,Medium,2,1,5,No,1179,1744,1451,978,543
384,No,Air Miles,Letter,Medium,1,No,Medium,1,1,3,Yes,1168,1954,1237,871,610
385,No,Points,Postcard,High,1,No,High,3,1,4,Yes,974,298,931,2115,552
386,No,Air Miles,Letter,Low,1,No,Medium,2,1,3,Yes,1071.75,361,1225,1778,923
387,No,Air Miles,Letter,Medium,1,No,Medium,3,1,5,Yes,1164.5,1403,1752,490,1013
388,No,Cash Back,Letter,High,1,No,Low,1,1,3,Yes,806.75,602,936,909,780
389,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,1122,673,629,2186,1000
390,No,Air Miles,Letter,Medium,2,No,Medium,1,1,5,Yes,832.25,880,882,731,836
391,No,Points,Letter,Medium,1,No,High,1,3,1,No,822,710,985,640,953
392,No,Points,Letter,Low,1,No,Medium,3,1,2,Yes,751,611,975,719,699
393,No,Air Miles,Postcard,High,1,No,Medium,3,2,4,No,1449.5,1385,700,2103,1610
394,No,Cash Back,Postcard,High,1,No,Medium,2,1,2,No,1262.75,671,1614,1547,1219
395,No,Cash Back,Letter,High,2,No,Medium,3,1,6,Yes,1388,1813,1572,1380,787
396,No,Cash Back,Postcard,High,1,Yes,Medium,3,1,5,Yes,770,962,631,748,739
397,No,Points,Letter,Medium,2,No,High,3,1,5,Yes,1131.5,410,1245,1618,1253
398,No,Air Miles,Letter,Medium,1,Yes,Low,2,1,3,No,831.5,576,868,1234,648
399,No,Air Miles,Postcard,Medium,1,Yes,Medium,2,1,3,No,1032.75,1858,1054,765,454
400,No,Air Miles,Letter,Low,1,No,Low,3,1,2,No,288.25,445,259,125,324
401,No,Points,Letter,Medium,1,No,Low,2,2,4,No,709,454,671,906,805
402,Yes,Points,Postcard,Medium,1,No,High,1,1,2,Yes,612.75,517,624,797,513
403,No,Air Miles,Letter,Medium,1,No,Low,1,3,4,Yes,1220,302,1740,1974,864
404,No,Air Miles,Letter,Medium,2,No,High,2,1,4,No,1153.75,900,498,1194,2023
405,No,Air Miles,Postcard,High,2,Yes,High,3,1,3,Yes,1045.5,321,1008,1599,1254
406,No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,Yes,1083,785,866,1259,1422
407,No,Cash Back,Letter,Medium,1,No,Low,2,2,2,Yes,1070.75,1786,1144,877,476
408,No,Cash Back,Letter,Low,2,No,Low,2,2,3,Yes,886.25,1474,1008,566,497
409,No,Cash Back,Letter,Low,2,No,Low,1,1,3,No,259,178,472,5,381
410,Yes,Points,Postcard,Low,1,No,Low,2,1,1,No,1215.75,391,1598,2023,851
411,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,Yes,258.75,110,205,344,376
412,No,Air Miles,Postcard,High,2,No,High,4,1,4,Yes,1056.25,753,470,1437,1565
413,No,Cash Back,Postcard,High,1,No,Medium,2,1,5,No,845,1480,1078,589,233
414,No,Cash Back,Letter,Medium,1,Yes,High,1,2,4,Yes,444.75,303,495,494,487
415,No,Air Miles,Letter,Low,1,No,High,2,1,4,Yes,820,979,991,686,624
416,No,Points,Letter,Medium,2,No,High,1,1,3,No,947.75,1805,1060,838,88
417,No,Cash Back,Letter,Medium,1,No,Low,2,2,3,No,1466.75,41,1877,2261,1688
418,No,Air Miles,Postcard,Low,1,No,Low,3,1,5,No,1405,903,1496,2042,1179
419,No,Points,Postcard,Low,2,No,Low,2,1,4,No,1687.25,1721,1687,1827,1514
420,No,Air Miles,Postcard,Medium,1,Yes,Medium,3,1,4,Yes,1035.25,1526,1340,789,486
421,No,Points,Postcard,Low,1,No,High,3,2,2,No,973,400,1489,1342,661
422,No,Points,Postcard,Low,1,No,High,3,2,5,Yes,177.25,32,103,406,168
423,No,Air Miles,Letter,Medium,2,No,Low,2,1,3,Yes,1027.75,1790,1401,676,244
424,No,Air Miles,Postcard,High,1,No,High,1,1,4,No,764.75,278,504,868,1409
425,No,Cash Back,Letter,Medium,1,No,Medium,1,1,4,Yes,237.5,191,122,360,277
426,No,Cash Back,Postcard,Medium,1,No,High,1,1,3,No,1325.75,1054,826,1710,1713
427,No,Points,Postcard,Medium,1,No,Medium,1,1,4,Yes,865.25,599,964,1210,688
428,No,Air Miles,Letter,Low,2,No,Medium,1,1,3,Yes,977,1660,1414,646,188
429,No,Air Miles,Postcard,High,1,No,Low,2,1,3,No,753.75,636,945,670,764
430,No,Air Miles,Letter,Medium,1,Yes,Medium,4,1,3,No,1008.75,1954,1191,585,305
431,No,Air Miles,Postcard,High,2,No,Medium,3,3,3,No,208.25,238,270,181,144
432,No,Points,Letter,High,1,No,High,2,1,2,No,1016.5,295,1329,903,1539
433,No,Air Miles,Postcard,Medium,2,No,Low,2,2,6,Yes,1039,216,1432,1595,913
434,No,Points,Postcard,Medium,1,No,Medium,2,1,3,Yes,1252,657,1710,1850,791
435,No,Air Miles,Postcard,Medium,1,No,Medium,1,2,4,Yes,816.75,135,405,1256,1471
436,No,Points,Letter,Medium,1,No,Low,1,1,4,Yes,1066,461,789,2006,1008
437,No,Air Miles,Letter,Low,1,No,Low,2,1,4,No,1014.5,197,1558,1758,545
438,No,Points,Letter,Medium,1,No,High,1,1,4,Yes,817,712,820,983,753
439,No,Points,Letter,Medium,2,No,High,1,1,3,Yes,920.25,811,973,925,972
440,No,Air Miles,Letter,Medium,1,No,Medium,2,1,4,No,715.75,756,823,568,716
441,No,Points,Postcard,Medium,1,No,Medium,1,1,2,Yes,203,112,374,319,7
442,No,Air Miles,Postcard,High,1,No,Low,1,1,5,Yes,1245.5,321,1088,1610,1963
443,No,Points,Postcard,Medium,1,No,High,1,1,2,Yes,1173.5,611,970,1465,1648
444,No,Air Miles,Letter,High,1,Yes,Low,1,1,5,No,1007.25,756,1049,1547,677
445,No,Points,Postcard,Medium,1,No,High,1,1,5,No,308,464,452,55,261
446,No,Air Miles,Letter,Low,1,No,Medium,3,1,3,Yes,330.25,462,414,48,397
447,No,Cash Back,Letter,High,1,No,Low,2,1,4,No,370.25,367,415,395,304
448,No,Points,Letter,Medium,1,Yes,Low,1,1,5,No,1028.75,582,731,1408,1394
449,No,Cash Back,Postcard,Low,1,No,High,1,1,5,Yes,274,429,224,240,203
450,No,Air Miles,Letter,Low,2,No,High,2,1,4,Yes,1021,912,812,950,1410
451,No,Points,Postcard,High,1,No,High,2,1,6,Yes,255.25,447,205,65,304
452,No,Cash Back,Postcard,High,1,No,Medium,2,1,4,No,1101,1495,1684,568,657
453,No,Cash Back,Postcard,Low,1,No,High,3,1,2,No,896.75,1675,1026,582,304
454,Yes,Air Miles,Postcard,Medium,1,No,High,2,1,4,No,1070,2029,1745,402,104
455,No,Cash Back,Postcard,Medium,2,No,Low,3,2,4,No,1037.25,90,943,1314,1802
456,No,Air Miles,Letter,High,1,No,Medium,2,2,5,Yes,1351.5,553,1077,1590,2186
457,No,Cash Back,Letter,Low,1,No,High,2,1,3,Yes,976,1626,1280,628,370
458,No,Points,Postcard,Low,2,No,Low,2,1,4,Yes,960.75,552,853,1557,881
459,No,Cash Back,Postcard,Medium,1,No,Low,2,2,5,Yes,1053,1468,1233,1023,488
460,No,Points,Letter,Medium,1,Yes,Low,2,1,4,Yes,912.5,24,1219,1598,809
461,No,Cash Back,Letter,Medium,1,No,Low,1,1,4,Yes,259.5,97,438,442,61
462,No,Points,Letter,High,1,No,Medium,1,1,4,Yes,1232.5,1774,1490,978,688
463,No,Cash Back,Postcard,Low,1,No,Medium,3,1,3,Yes,140.75,68,158,6,331
464,No,Cash Back,Postcard,Medium,1,Yes,Low,2,1,5,Yes,1058.25,409,1098,1012,1714
465,No,Air Miles,Letter,Medium,1,No,Low,2,2,5,No,1059.25,951,693,817,1776
466,No,Cash Back,Letter,Medium,1,No,High,1,1,5,Yes,1042.25,1647,1043,984,495
467,No,Air Miles,Postcard,High,1,Yes,Low,4,1,4,No,1110.5,679,907,979,1877
468,No,Air Miles,Postcard,High,2,No,Low,3,1,4,Yes,945.25,864,880,1588,449
469,No,Points,Postcard,Medium,2,No,Medium,2,1,3,Yes,895,108,562,1440,1470
470,No,Air Miles,Letter,Low,1,No,Medium,2,2,4,Yes,1004.75,1851,1154,726,288
471,No,Cash Back,Postcard,Low,1,No,Low,2,2,3,No,953.75,1531,1383,736,165
472,No,Air Miles,Postcard,Low,1,No,Medium,3,1,6,Yes,930.5,121,1203,1086,1312
473,No,Air Miles,Letter,Medium,2,No,Medium,3,1,3,No,1045.75,1592,1562,425,604
474,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,2,Yes,341.5,394,262,443,267
475,No,Air Miles,Letter,High,1,No,High,2,1,3,Yes,687,741,782,580,645
476,No,Points,Letter,Low,1,No,High,1,1,4,No,1223,2025,1008,1357,502
477,Yes,Points,Postcard,High,1,No,Low,2,1,2,Yes,1126.25,395,1754,1545,811
478,No,Air Miles,Letter,Medium,2,No,Low,2,1,3,Yes,956.5,372,1366,854,1234
479,No,Points,Letter,Medium,1,No,Low,3,1,1,Yes,251.75,251,386,113,257
480,No,Air Miles,Letter,Low,2,Yes,Low,2,1,3,Yes,1241.75,752,822,1575,1818
481,No,Air Miles,Postcard,High,1,Yes,High,2,1,3,No,1285.25,1490,1638,1143,870
482,No,Cash Back,Postcard,High,1,Yes,Low,2,1,2,Yes,1062,1696,1440,479,633
483,No,Cash Back,Letter,High,2,No,High,2,1,4,No,1141.25,683,1247,1251,1384
484,No,Air Miles,Postcard,High,1,No,Low,1,1,4,Yes,1335.75,748,757,1754,2084
485,No,Cash Back,Postcard,Medium,1,No,High,1,1,2,Yes,206,144,330,168,182
486,No,Cash Back,Postcard,Medium,1,No,High,2,2,2,Yes,1098.25,516,1407,1298,1172
487,No,Points,Letter,Medium,1,No,Medium,2,1,2,Yes,1308,852,1218,1059,2103
488,No,Air Miles,Postcard,High,1,No,Low,2,1,4,No,1292.25,819,1241,1325,1784
489,No,Air Miles,Letter,High,1,No,Medium,2,1,2,Yes,1147.25,194,951,2172,1272
490,No,Cash Back,Letter,Low,1,No,Low,2,1,4,No,1035.25,1883,1229,613,416
491,No,Air Miles,Postcard,Low,1,No,Low,1,1,3,Yes,850.75,714,915,781,993
492,Yes,Air Miles,Letter,High,2,Yes,Medium,1,1,4,Yes,175.75,389,16,94,204
493,No,Points,Postcard,Medium,1,Yes,Low,2,1,5,Yes,840.25,1588,1038,667,68
494,No,Points,Letter,Medium,1,No,High,2,2,3,Yes,735.75,772,726,885,560
495,Yes,Points,Postcard,Low,1,Yes,Low,1,1,5,No,825.5,665,730,1286,621
496,No,Air Miles,Postcard,Medium,1,No,Low,1,1,4,Yes,1155,1797,1699,511,613
497,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,4,No,1045.5,1907,1040,474,761
498,No,Air Miles,Postcard,Medium,1,No,Low,2,1,3,Yes,1033.25,281,1114,1921,817
499,No,Cash Back,Postcard,Medium,2,No,Medium,2,1,5,Yes,342.5,426,492,155,297
500,No,Air Miles,Letter,Medium,2,No,Low,1,1,3,Yes,833.75,950,963,614,808
501,Yes,Air Miles,Postcard,High,1,No,Low,1,2,5,Yes,259.25,152,208,196,481
502,No,Cash Back,Postcard,Low,2,No,High,3,1,3,Yes,732.75,551,688,979,713
503,No,Points,Postcard,Medium,1,No,High,2,1,5,Yes,1092,1987,1069,895,417
504,No,Cash Back,Postcard,High,2,No,Low,1,1,3,Yes,1082.25,105,1238,1408,1578
505,No,Points,Postcard,Medium,1,No,Medium,2,1,3,Yes,928.5,1139,439,1013,1123
506,No,Air Miles,Letter,Low,1,No,Low,2,1,4,No,1091.25,1225,1202,892,1046
507,No,Points,Postcard,High,2,No,Medium,1,2,6,No,961.5,1524,1149,955,218
508,No,Cash Back,Letter,High,1,No,High,2,1,5,No,1492,1173,1493,2258,1044
509,No,Points,Postcard,Medium,1,No,High,1,1,4,Yes,1206.5,295,1342,1919,1270
510,No,Air Miles,Postcard,Low,1,No,High,2,2,4,No,869.5,1557,1153,502,266
511,Yes,Points,Postcard,Medium,2,No,Low,2,1,5,Yes,955.75,812,1400,813,798
512,No,Air Miles,Postcard,Low,2,Yes,Low,2,1,4,No,831.5,870,947,800,709
513,Yes,Air Miles,Postcard,Medium,1,No,Low,2,2,4,Yes,1124,740,963,1092,1701
514,No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,1143.5,2124,1149,864,437
515,No,Cash Back,Postcard,Medium,1,Yes,High,1,1,2,Yes,235.5,229,181,425,107
516,Yes,Air Miles,Postcard,Medium,1,No,Medium,1,1,5,Yes,1014.25,482,1486,1387,702
517,No,Points,Letter,High,1,No,Medium,1,1,4,Yes,1034.75,1829,1293,662,355
518,Yes,Air Miles,Postcard,Medium,2,Yes,Low,2,1,3,Yes,1074.75,325,459,1605,1910
519,No,Air Miles,Letter,Low,3,No,Medium,3,1,3,No,142,139,101,209,119
520,No,Air Miles,Postcard,Medium,2,No,Medium,3,1,3,Yes,1177.75,425,883,2003,1400
521,No,Air Miles,Letter,Medium,1,No,Low,2,1,2,No,1301.25,619,1683,1713,1190
522,No,Air Miles,Letter,Medium,1,Yes,High,3,2,3,Yes,1403.25,919,1711,1598,1385
523,No,Points,Letter,High,3,No,High,1,1,2,Yes,1113,800,909,1620,1123
524,No,Points,Letter,Low,2,Yes,Low,1,1,3,No,1175.25,2184,1212,701,604
525,No,Air Miles,Postcard,Medium,2,No,High,2,1,3,Yes,1133.75,1870,1271,678,716
526,No,Air Miles,Postcard,Low,2,No,High,2,1,4,Yes,164.75,187,164,149,159
527,No,Cash Back,Postcard,High,1,No,Medium,2,1,2,Yes,1343,1332,860,1996,1184
528,No,Points,Letter,Medium,1,No,High,3,1,3,Yes,931,960,801,997,966
529,No,Air Miles,Letter,Medium,1,No,Medium,1,2,5,No,1000.25,207,1171,1491,1132
530,Yes,Points,Postcard,High,1,No,Low,1,1,3,Yes,1015.75,1775,1203,874,211
531,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,4,Yes,1376.25,804,1283,1340,2078
532,Yes,Points,Postcard,Low,1,No,Low,2,2,3,No,970.75,1515,1487,628,253
533,No,Air Miles,Postcard,Medium,1,Yes,High,1,1,4,Yes,1172,957,1133,1465,1133
534,Yes,Cash Back,Letter,Low,2,No,Low,2,1,4,Yes,1084,868,940,1425,1103
535,Yes,Points,Postcard,Low,1,No,Low,2,1,4,Yes,178.5,197,464,11,42
536,No,Air Miles,Postcard,High,1,No,High,1,2,4,No,1664.25,1326,1203,2239,1889
537,No,Air Miles,Letter,Low,1,Yes,Medium,2,2,2,No,1021.5,1718,1277,690,401
538,No,Cash Back,Postcard,High,1,No,High,2,1,3,No,1047.75,856,615,882,1838
539,No,Cash Back,Letter,High,1,Yes,Medium,3,2,4,Yes,984.5,127,902,978,1931
540,No,Points,Letter,Medium,1,No,Low,2,1,3,No,678.25,655,688,544,826
541,No,Cash Back,Postcard,Low,3,No,Low,2,1,3,Yes,964,2133,963,658,102
542,No,Cash Back,Letter,Medium,1,Yes,Low,2,1,4,Yes,951.25,1784,1353,638,30
543,No,Points,Postcard,Low,1,No,Low,2,1,4,Yes,987.25,1817,1383,544,205
544,No,Points,Letter,Medium,1,No,Medium,1,1,3,Yes,1087.75,2023,1034,473,821
545,No,Air Miles,Letter,Medium,1,No,Low,1,1,4,Yes,249,425,249,119,203
546,No,Cash Back,Letter,Medium,1,No,Medium,1,1,4,Yes,903,228,565,2074,745
547,No,Points,Letter,Medium,1,No,Medium,2,2,4,No,1023.5,1900,1101,732,361
548,No,Air Miles,Letter,High,1,No,Medium,1,1,3,Yes,959.75,1286,1052,1000,501
549,No,Cash Back,Postcard,Medium,1,No,Low,1,1,3,Yes,308,453,338,210,231
550,No,Points,Postcard,Medium,1,No,Low,1,2,2,Yes,758.75,697,887,595,856
551,No,Points,Postcard,Medium,3,No,Medium,2,1,4,Yes,1228,2192,1251,898,571
552,No,Points,Letter,Low,1,No,Low,2,1,4,Yes,655.75,801,561,745,516
553,No,Points,Postcard,Medium,1,No,High,2,1,2,No,1219.75,1874,1505,985,515
554,No,Points,Postcard,High,1,No,Medium,2,2,5,Yes,1312.5,1030,1758,823,1639
555,No,Points,Postcard,High,1,Yes,High,2,1,5,Yes,844,972,532,999,873
556,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,288.5,252,367,88,447
557,No,Air Miles,Postcard,High,1,No,Low,1,1,3,Yes,954.75,1446,1624,621,128
558,No,Points,Postcard,Medium,1,No,Low,1,2,3,Yes,1195.5,536,1679,1620,947
559,No,Points,Letter,Low,2,No,High,1,2,3,Yes,825.25,999,858,549,895
560,No,Cash Back,Postcard,Medium,2,No,Low,2,1,4,Yes,1065.25,387,827,1086,1961
561,No,Air Miles,Postcard,Medium,2,Yes,Medium,2,1,4,No,926.5,1781,1173,620,132
562,No,Points,Postcard,Medium,1,No,High,2,1,3,No,962.25,1690,1416,735,8
563,No,Cash Back,Postcard,Low,1,No,High,1,1,3,Yes,642.5,713,695,598,564
564,No,Air Miles,Postcard,High,1,No,Low,2,2,5,Yes,1245.75,2154,1651,835,343
565,No,Points,Postcard,Medium,1,No,High,3,1,3,Yes,927.75,608,1003,1280,820
566,No,Cash Back,Letter,Medium,1,No,High,1,1,5,No,1149.25,841,1555,1235,966
567,No,Air Miles,Postcard,High,1,No,Medium,2,1,4,Yes,893.25,45,1626,1467,435
568,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,5,Yes,1004.75,720,620,831,1848
569,No,Air Miles,Postcard,High,1,No,Medium,1,1,5,Yes,932,239,1638,1405,446
570,No,Air Miles,Postcard,Medium,1,No,High,4,1,4,Yes,947,1714,1046,869,159
571,No,Points,Letter,High,1,No,Medium,2,1,3,Yes,247.75,252,339,16,384
572,Yes,Cash Back,Postcard,Medium,1,No,High,3,1,3,No,978.75,1368,1474,976,97
573,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,1232.75,940,1727,1444,820
574,No,Points,Postcard,Medium,1,No,Low,4,1,3,Yes,1349.75,949,1775,1444,1231
575,No,Cash Back,Postcard,High,2,No,Low,2,1,4,Yes,1221.25,825,1693,1185,1182
576,No,Cash Back,Postcard,Low,1,No,High,3,2,4,Yes,350.75,250,498,205,450
577,No,Cash Back,Letter,Medium,1,No,Medium,1,1,3,No,980,1263,1057,671,929
578,Yes,Points,Letter,Medium,1,No,Low,2,1,3,No,259.75,307,385,245,102
579,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,3,No,1193.75,124,835,2138,1678
580,No,Air Miles,Postcard,Low,1,No,Medium,1,2,2,Yes,1067.75,275,835,1299,1862
581,No,Cash Back,Postcard,Medium,1,No,High,2,1,5,No,1542,1113,1354,2127,1574
582,No,Cash Back,Postcard,Medium,1,No,Low,1,2,5,No,947,1371,1281,611,525
583,No,Points,Postcard,Medium,2,No,Medium,2,1,3,No,738.75,655,790,933,577
